path,function_name,lineno,node_type,operation_class,is_critical_mechanism_function
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,heisenberg_load,579,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,heisenberg_load,580,Return,return,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,heisenberg_load,550,Subscript,subscript,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,fermion_lock_score,583,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,fermion_lock_score,585,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,fermion_lock_score,597,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,fermion_lock_score,598,If,if,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,fermion_lock_score,605,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,fermion_lock_score,606,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,fermion_lock_score,607,Return,return,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,fermion_lock_score,584,Subscript,subscript,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,phase_sector,626,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,phase_sector,627,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,phase_sector,640,Return,return,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,phase_sector,626,Name,name,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,euler_constraint_violation,643,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,euler_constraint_violation,644,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,euler_constraint_violation,651,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,euler_constraint_violation,652,Return,return,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,euler_constraint_violation,643,Name,name,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,power_balance,659,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,power_balance,667,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,power_balance,678,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,power_balance,679,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,power_balance,680,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,power_balance,681,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,power_balance,682,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,power_balance,684,Return,return,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,power_balance,666,Subscript,subscript,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_selection,698,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_selection,699,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_selection,711,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_selection,712,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_selection,713,For,for,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_selection,722,Return,return,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_selection,698,Attribute,attribute,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_schrodinger_anomaly,725,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_schrodinger_anomaly,730,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_schrodinger_anomaly,751,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_schrodinger_anomaly,754,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_schrodinger_anomaly,755,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_schrodinger_anomaly,756,For,for,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_schrodinger_anomaly,763,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_schrodinger_anomaly,764,Return,return,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,zeta_schrodinger_anomaly,729,Name,name,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,771,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,772,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,773,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,774,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,775,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,776,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,777,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,778,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,780,FunctionDef,functiondef,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,793,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,798,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,799,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,802,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,806,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,807,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,808,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,811,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,816,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,817,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,818,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,821,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,822,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,828,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,829,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,830,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,831,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,832,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,833,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,834,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,836,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,837,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,838,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,840,For,for,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,848,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,849,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,850,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,851,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,852,If,if,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,858,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,859,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,860,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,861,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,demo,888,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,_wt,230,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,_wt,231,Return,return,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,__post_init__,381,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,__post_init__,382,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,__post_init__,383,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,__post_init__,384,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,__post_init__,386,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,__post_init__,387,For,for,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,__post_init__,393,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,_collatz_at,395,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,_collatz_at,396,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,_collatz_at,397,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,_collatz_at,398,Return,return,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,_collatz_at,395,Subscript,subscript,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,400,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,401,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,406,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,407,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,409,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,419,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,421,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,424,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,427,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,428,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,431,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,432,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,435,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,438,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,442,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,443,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,444,AugAssign,augassign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,447,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,448,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,449,If,if,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,464,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,467,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,468,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,469,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,473,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,474,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,475,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,478,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,479,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,482,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,484,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,518,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,519,Return,return,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,step,400,Subscript,subscript,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,evolve,521,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,evolve,522,For,for,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,evolve,521,Constant,constant,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,set_context_rotation,525,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,set_context_rotation,526,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,set_context_rotation,527,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,set_context_rotation,525,Constant,constant,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,set_truth_target,529,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,set_truth_target,530,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,set_truth_target,531,Assign,assign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,set_truth_target,529,Constant,constant,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,perturb_phase,533,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,perturb_phase,534,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,perturb_phase,535,AugAssign,augassign,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,perturb_phase,533,Constant,constant,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,show_state,780,arguments,arguments,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,show_state,781,Expr,expr,0
data/source/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_equation_of_motion.py,show_state,782,For,for,0
